id_evento,fecha_hora,tipo_evento,id_usuario,id_producto,categoria_producto,monto_transaccion,ubicacion,estado_operativo,canal_origen
EVT-0051441,2025-06-08 22:17:38,SOPORTE_TICKET,USR-38507,,,0.0,Concepcion,Devolucion,Mobile App
EVT-0051442,2025-08-11 04:23:51,LOGISTICA_ENVIO,USR-73228,PRD-548,Moda,0.0,Antofagasta,Entregado,Sucursal Fisica
EVT-0051443,2025-01-20 06:15:21,LOGISTICA_ENVIO,USR-5063,PRD-615,Hogar,0.0,Santiago,Entregado,Portal Web B2C
EVT-0051444,2025-12-24 19:29:38,TRANSACCION_VENTA,USR-12662,PRD-922,Hogar,863.12,La Serena,N/A,Portal Web B2C
EVT-0051445,2025-04-04 01:21:16,SOPORTE_TICKET,USR-16758,,,0.0,Valparaiso,Consulta,Mobile App
EVT-0051446,2025-05-24 11:07:51,LOGISTICA_ENVIO,USR-60982,PRD-796,Electronica,0.0,Concepcion,En_Ruta,Portal Web B2C
EVT-0051447,2025-10-24 00:31:01,TRANSACCION_VENTA,USR-91253,PRD-760,Moda,336.68,Antofagasta,N/A,Mobile App
EVT-0051448,2025-11-09 07:50:20,TRANSACCION_VENTA,USR-35312,PRD-853,Deportes,545.81,Antofagasta,N/A,Mobile App
EVT-0051449,2025-12-22 05:26:35,SOPORTE_TICKET,USR-39949,,,0.0,La Serena,Reclamo_Garantia,Portal Web B2C
EVT-0051450,2025-01-21 15:28:41,TRANSACCION_VENTA,USR-43430,PRD-752,Electronica,794.76,La Serena,N/A,Sucursal Fisica
EVT-0051451,2025-10-05 21:48:43,SOPORTE_TICKET,USR-52987,,,0.0,Antofagasta,Reclamo_Garantia,Mobile App
EVT-0051452,2025-03-11 12:45:52,TRANSACCION_VENTA,USR-28993,PRD-424,Alimentacion,1006.19,Valparaiso,N/A,Portal Web B2C
EVT-0051453,2026-01-07 10:29:49,TRANSACCION_VENTA,USR-41038,PRD-134,Electronica,225.44,Santiago,N/A,Mobile App
EVT-0051454,2025-07-27 10:11:43,LOGISTICA_ENVIO,USR-44898,PRD-440,Electronica,0.0,Antofagasta,Retrasado,Portal Web B2C
EVT-0051455,2026-01-25 17:17:21,TRANSACCION_VENTA,USR-35685,PRD-976,Hogar,164.25,Concepcion,N/A,Sucursal Fisica
EVT-0051456,2025-10-02 18:39:47,LOGISTICA_ENVIO,USR-33135,PRD-516,Alimentacion,0.0,Valparaiso,En_Ruta,Sucursal Fisica
EVT-0051457,2025-05-12 14:38:03,LOGISTICA_ENVIO,USR-60568,PRD-715,Deportes,0.0,La Serena,En_Bodega,Mobile App
EVT-0051458,2025-10-21 03:58:45,SOPORTE_TICKET,USR-33641,,,0.0,Concepcion,Reclamo_Garantia,Mobile App
EVT-0051459,2025-06-23 05:36:32,LOGISTICA_ENVIO,USR-66679,PRD-921,Moda,0.0,Concepcion,En_Bodega,Sucursal Fisica
EVT-0051460,2025-02-18 16:57:34,LOGISTICA_ENVIO,USR-31190,PRD-855,Moda,0.0,Valparaiso,En_Bodega,Portal Web B2C
EVT-0051461,2025-09-29 12:53:11,LOGISTICA_ENVIO,USR-86219,PRD-307,Hogar,0.0,La Serena,En_Ruta,Sucursal Fisica
EVT-0051462,2025-12-15 21:17:47,SOPORTE_TICKET,USR-79848,,,0.0,La Serena,Devolucion,Sucursal Fisica
EVT-0051463,2026-01-07 02:38:06,TRANSACCION_VENTA,USR-55609,PRD-676,Alimentacion,1137.78,La Serena,N/A,Portal Web B2C
EVT-0051464,2025-06-13 23:30:44,REGISTRO_CLIENTE,USR-86131,,,0.0,Santiago,N/A,Portal Web B2C
EVT-0051465,2025-06-11 17:16:32,SOPORTE_TICKET,USR-90658,,,0.0,Concepcion,Reclamo_Garantia,Mobile App
EVT-0051466,2026-01-10 06:00:23,LOGISTICA_ENVIO,USR-11145,PRD-539,Deportes,0.0,La Serena,Retrasado,Mobile App
EVT-0051467,2025-08-31 13:43:00,SOPORTE_TICKET,USR-47954,,,0.0,Valparaiso,Consulta,Mobile App
EVT-0051468,2026-01-20 06:46:21,LOGISTICA_ENVIO,USR-42651,PRD-703,Alimentacion,0.0,Concepcion,En_Ruta,Portal Web B2C
EVT-0051469,2025-01-19 19:17:26,TRANSACCION_VENTA,USR-7749,PRD-102,Alimentacion,108.46,Concepcion,N/A,Portal Web B2C
EVT-0051470,2025-06-07 17:11:09,LOGISTICA_ENVIO,USR-97768,PRD-483,Moda,0.0,Concepcion,Entregado,Mobile App
EVT-0051471,2025-10-18 03:53:39,LOGISTICA_ENVIO,USR-32983,PRD-335,Electronica,0.0,Valparaiso,Entregado,Sucursal Fisica
EVT-0051472,2025-10-09 16:45:31,LOGISTICA_ENVIO,USR-21622,PRD-669,Moda,0.0,La Serena,En_Bodega,Sucursal Fisica
EVT-0051473,2025-03-27 06:44:54,LOGISTICA_ENVIO,USR-15328,PRD-264,Hogar,0.0,Valparaiso,En_Ruta,Sucursal Fisica
EVT-0051474,2025-04-01 15:32:19,TRANSACCION_VENTA,USR-21072,PRD-281,Hogar,1076.96,La Serena,N/A,Mobile App
EVT-0051475,2025-05-01 07:53:52,REGISTRO_CLIENTE,USR-48427,,,0.0,Valparaiso,N/A,Sucursal Fisica
EVT-0051476,2025-03-08 10:40:09,LOGISTICA_ENVIO,USR-5983,PRD-297,Deportes,0.0,La Serena,En_Ruta,Sucursal Fisica
EVT-0051477,2025-04-21 13:45:53,SOPORTE_TICKET,USR-34776,,,0.0,Santiago,Consulta,Sucursal Fisica
EVT-0051478,2025-02-07 15:02:53,SOPORTE_TICKET,USR-49865,,,0.0,La Serena,Consulta,Portal Web B2C
EVT-0051479,2025-08-17 06:56:32,LOGISTICA_ENVIO,USR-39030,PRD-621,Alimentacion,0.0,Antofagasta,En_Ruta,Sucursal Fisica
EVT-0051480,2025-05-05 03:00:30,LOGISTICA_ENVIO,USR-94305,PRD-624,Hogar,0.0,La Serena,Entregado,Sucursal Fisica
EVT-0051481,2026-01-17 19:28:03,TRANSACCION_VENTA,USR-30241,PRD-894,Alimentacion,1337.62,Valparaiso,N/A,Portal Web B2C
EVT-0051482,2026-01-26 20:14:26,LOGISTICA_ENVIO,USR-20110,PRD-352,Hogar,0.0,La Serena,Entregado,Sucursal Fisica
EVT-0051483,2025-02-02 03:10:55,LOGISTICA_ENVIO,USR-54547,PRD-193,Hogar,0.0,Valparaiso,Entregado,Sucursal Fisica
EVT-0051484,2025-06-14 11:03:33,REGISTRO_CLIENTE,USR-45956,,,0.0,Antofagasta,N/A,Mobile App
EVT-0051485,2025-06-20 23:08:40,TRANSACCION_VENTA,USR-35359,PRD-806,Alimentacion,857.17,Santiago,N/A,Portal Web B2C
EVT-0051486,2025-09-22 23:39:17,TRANSACCION_VENTA,USR-55321,PRD-372,Electronica,1470.26,Valparaiso,N/A,Mobile App
EVT-0051487,2025-06-27 10:43:51,TRANSACCION_VENTA,USR-45903,PRD-732,Deportes,944.01,Santiago,N/A,Mobile App
EVT-0051488,2025-09-03 19:48:11,TRANSACCION_VENTA,USR-1975,PRD-670,Hogar,836.01,Santiago,N/A,Mobile App
EVT-0051489,2025-05-04 06:15:49,LOGISTICA_ENVIO,USR-30043,PRD-458,Electronica,0.0,Antofagasta,En_Bodega,Sucursal Fisica
EVT-0051490,2025-07-10 08:11:21,TRANSACCION_VENTA,USR-16473,PRD-436,Alimentacion,400.63,Santiago,N/A,Sucursal Fisica
EVT-0051491,2026-01-14 17:56:32,TRANSACCION_VENTA,USR-43852,PRD-753,Hogar,662.8,La Serena,N/A,Portal Web B2C
EVT-0051492,2025-01-20 05:23:34,LOGISTICA_ENVIO,USR-46546,PRD-581,Deportes,0.0,Valparaiso,En_Ruta,Mobile App
EVT-0051493,2025-03-07 05:59:15,TRANSACCION_VENTA,USR-74991,PRD-970,Hogar,412.42,Valparaiso,N/A,Sucursal Fisica
EVT-0051494,2025-11-12 06:07:46,REGISTRO_CLIENTE,USR-42760,,,0.0,Santiago,N/A,Portal Web B2C
EVT-0051495,2026-01-03 15:38:41,TRANSACCION_VENTA,USR-78924,PRD-128,Deportes,1490.37,La Serena,N/A,Portal Web B2C
EVT-0051496,2025-10-31 23:00:25,SOPORTE_TICKET,USR-41147,,,0.0,La Serena,Consulta,Sucursal Fisica
EVT-0051497,2025-12-06 07:21:12,TRANSACCION_VENTA,USR-38049,PRD-575,Deportes,1326.29,Concepcion,N/A,Portal Web B2C
EVT-0051498,2025-03-28 15:03:48,TRANSACCION_VENTA,USR-62316,PRD-152,Moda,1301.16,Concepcion,N/A,Sucursal Fisica
EVT-0051499,2025-10-09 05:45:15,TRANSACCION_VENTA,USR-20391,PRD-773,Moda,1437.87,Santiago,N/A,Portal Web B2C
EVT-0051500,2025-08-02 21:15:41,SOPORTE_TICKET,USR-93150,,,0.0,Antofagasta,Reclamo_Garantia,Portal Web B2C
EVT-0051501,2025-08-11 04:08:02,TRANSACCION_VENTA,USR-46028,PRD-797,Hogar,657.95,Concepcion,N/A,Mobile App
EVT-0051502,2025-05-06 13:26:06,TRANSACCION_VENTA,USR-92417,PRD-150,Hogar,1413.22,Concepcion,N/A,Mobile App
EVT-0051503,2025-07-30 02:00:47,TRANSACCION_VENTA,USR-8342,PRD-928,Alimentacion,955.95,Antofagasta,N/A,Portal Web B2C
EVT-0051504,2025-11-10 02:45:29,SOPORTE_TICKET,USR-23093,,,0.0,Valparaiso,Facturacion,Portal Web B2C
EVT-0051505,2025-12-12 13:46:03,TRANSACCION_VENTA,USR-50710,PRD-465,Alimentacion,1407.28,Concepcion,N/A,Mobile App
EVT-0051506,2025-09-03 06:26:06,LOGISTICA_ENVIO,USR-25312,PRD-307,Alimentacion,0.0,Antofagasta,En_Ruta,Sucursal Fisica
EVT-0051507,2025-05-26 23:34:20,LOGISTICA_ENVIO,USR-98187,PRD-142,Moda,0.0,Antofagasta,En_Ruta,Sucursal Fisica
EVT-0051508,2026-01-27 10:53:53,LOGISTICA_ENVIO,USR-66144,PRD-904,Alimentacion,0.0,Santiago,En_Bodega,Mobile App
EVT-0051509,2026-01-09 21:39:51,SOPORTE_TICKET,USR-53206,,,0.0,Santiago,Facturacion,Mobile App
EVT-0051510,2025-03-04 04:04:16,SOPORTE_TICKET,USR-74647,,,0.0,Valparaiso,Consulta,Mobile App
EVT-0051511,2025-05-09 10:46:24,TRANSACCION_VENTA,USR-85296,PRD-582,Alimentacion,127.58,Antofagasta,N/A,Mobile App
EVT-0051512,2025-06-21 17:29:31,TRANSACCION_VENTA,USR-77536,PRD-717,Alimentacion,750.52,Santiago,N/A,Mobile App
EVT-0051513,2025-03-28 11:30:04,TRANSACCION_VENTA,USR-89102,PRD-140,Hogar,1260.08,La Serena,N/A,Portal Web B2C
EVT-0051514,2025-10-21 23:17:25,SOPORTE_TICKET,USR-72981,,,0.0,Santiago,Reclamo_Garantia,Mobile App
EVT-0051515,2025-03-27 15:20:35,SOPORTE_TICKET,USR-56361,,,0.0,Antofagasta,Consulta,Sucursal Fisica
EVT-0051516,2025-08-23 23:43:04,LOGISTICA_ENVIO,USR-87636,PRD-124,Moda,0.0,La Serena,En_Bodega,Portal Web B2C
EVT-0051517,2025-07-17 12:15:26,SOPORTE_TICKET,USR-44706,,,0.0,Santiago,Facturacion,Portal Web B2C
EVT-0051518,2025-06-27 13:24:54,SOPORTE_TICKET,USR-40509,,,0.0,Antofagasta,Facturacion,Portal Web B2C
EVT-0051519,2025-03-13 23:43:09,TRANSACCION_VENTA,USR-10277,PRD-837,Hogar,875.85,Valparaiso,N/A,Mobile App
EVT-0051520,2025-05-15 12:16:21,TRANSACCION_VENTA,USR-80050,PRD-577,Alimentacion,1017.28,Valparaiso,N/A,Portal Web B2C
EVT-0051521,2025-10-31 09:46:59,SOPORTE_TICKET,USR-25359,,,0.0,Valparaiso,Facturacion,Portal Web B2C
EVT-0051522,2025-01-16 22:34:40,SOPORTE_TICKET,USR-36514,,,0.0,La Serena,Devolucion,Sucursal Fisica
EVT-0051523,2025-09-08 01:18:33,TRANSACCION_VENTA,USR-60417,PRD-189,Electronica,1309.64,Antofagasta,N/A,Portal Web B2C
EVT-0051524,2025-10-03 11:19:27,SOPORTE_TICKET,USR-37962,,,0.0,Valparaiso,Facturacion,Portal Web B2C
EVT-0051525,2025-04-02 04:52:16,SOPORTE_TICKET,USR-82759,,,0.0,Concepcion,Devolucion,Mobile App
EVT-0051526,2025-02-22 12:42:59,REGISTRO_CLIENTE,USR-84533,,,0.0,Antofagasta,N/A,Sucursal Fisica
EVT-0051527,2025-06-13 18:31:55,TRANSACCION_VENTA,USR-81928,PRD-992,Alimentacion,687.95,Antofagasta,N/A,Mobile App
EVT-0051528,2025-12-07 08:45:06,LOGISTICA_ENVIO,USR-69853,PRD-542,Electronica,0.0,Concepcion,En_Ruta,Mobile App
EVT-0051529,2025-10-09 16:05:12,REGISTRO_CLIENTE,USR-99433,,,0.0,La Serena,N/A,Sucursal Fisica
EVT-0051530,2025-10-23 13:17:16,LOGISTICA_ENVIO,USR-62066,PRD-248,Alimentacion,0.0,Antofagasta,En_Ruta,Mobile App
EVT-0051531,2025-04-09 22:11:47,TRANSACCION_VENTA,USR-82075,PRD-884,Hogar,322.66,Valparaiso,N/A,Sucursal Fisica
EVT-0051532,2025-08-20 05:27:02,TRANSACCION_VENTA,USR-82887,PRD-124,Hogar,855.99,La Serena,N/A,Sucursal Fisica
EVT-0051533,2025-09-29 17:47:28,TRANSACCION_VENTA,USR-13530,PRD-230,Deportes,756.32,Antofagasta,N/A,Mobile App
EVT-0051534,2025-04-07 11:01:26,TRANSACCION_VENTA,USR-85393,PRD-305,Electronica,1006.25,Valparaiso,N/A,Mobile App
EVT-0051535,2025-10-26 08:31:54,REGISTRO_CLIENTE,USR-45113,,,0.0,Valparaiso,N/A,Portal Web B2C
EVT-0051536,2025-09-08 18:53:10,TRANSACCION_VENTA,USR-22304,PRD-867,Electronica,420.61,Santiago,N/A,Portal Web B2C
EVT-0051537,2025-03-25 10:38:55,TRANSACCION_VENTA,USR-49284,PRD-391,Moda,620.78,Antofagasta,N/A,Sucursal Fisica
EVT-0051538,2025-09-04 07:23:26,TRANSACCION_VENTA,USR-35666,PRD-389,Deportes,985.8,Santiago,N/A,Portal Web B2C
EVT-0051539,2025-12-02 11:27:26,LOGISTICA_ENVIO,USR-58170,PRD-836,Moda,0.0,Antofagasta,En_Bodega,Portal Web B2C
EVT-0051540,2025-03-09 08:32:58,SOPORTE_TICKET,USR-57044,,,0.0,La Serena,Facturacion,Mobile App
EVT-0051541,2025-07-13 22:02:13,SOPORTE_TICKET,USR-58477,,,0.0,Concepcion,Consulta,Mobile App
EVT-0051542,2025-01-04 15:19:27,SOPORTE_TICKET,USR-5509,,,0.0,Antofagasta,Consulta,Portal Web B2C
EVT-0051543,2025-12-01 18:00:14,LOGISTICA_ENVIO,USR-82464,PRD-688,Moda,0.0,Antofagasta,Entregado,Portal Web B2C
EVT-0051544,2025-01-13 11:17:29,TRANSACCION_VENTA,USR-3848,PRD-822,Moda,249.42,Antofagasta,N/A,Portal Web B2C
EVT-0051545,2025-02-07 09:56:49,LOGISTICA_ENVIO,USR-91976,PRD-876,Deportes,0.0,Valparaiso,En_Bodega,Portal Web B2C
EVT-0051546,2025-03-24 07:29:07,LOGISTICA_ENVIO,USR-34321,PRD-221,Moda,0.0,Santiago,En_Ruta,Sucursal Fisica
EVT-0051547,2025-05-27 04:16:32,SOPORTE_TICKET,USR-81683,,,0.0,Santiago,Facturacion,Sucursal Fisica
EVT-0051548,2025-10-30 23:53:55,TRANSACCION_VENTA,USR-60487,PRD-896,Alimentacion,430.71,Valparaiso,N/A,Portal Web B2C
EVT-0051549,2025-05-17 18:06:41,REGISTRO_CLIENTE,USR-25100,,,0.0,Valparaiso,N/A,Portal Web B2C
EVT-0051550,2026-01-04 15:13:53,SOPORTE_TICKET,USR-15520,,,0.0,La Serena,Facturacion,Portal Web B2C
EVT-0051551,2025-08-10 21:18:00,TRANSACCION_VENTA,USR-51121,PRD-524,Hogar,603.97,Antofagasta,N/A,Sucursal Fisica
EVT-0051552,2025-09-14 06:56:52,LOGISTICA_ENVIO,USR-22809,PRD-308,Hogar,0.0,Santiago,En_Ruta,Portal Web B2C
EVT-0051553,2025-01-24 03:20:39,SOPORTE_TICKET,USR-52211,,,0.0,Valparaiso,Reclamo_Garantia,Mobile App
EVT-0051554,2025-10-20 06:50:35,SOPORTE_TICKET,USR-61175,,,0.0,La Serena,Devolucion,Mobile App
EVT-0051555,2026-01-12 20:23:56,TRANSACCION_VENTA,USR-67865,PRD-196,Alimentacion,384.16,Santiago,N/A,Portal Web B2C
EVT-0051556,2025-07-26 04:01:07,LOGISTICA_ENVIO,USR-87525,PRD-464,Moda,0.0,Antofagasta,Retrasado,Sucursal Fisica
EVT-0051557,2025-09-23 12:02:47,TRANSACCION_VENTA,USR-43866,PRD-959,Hogar,363.51,Valparaiso,N/A,Mobile App
EVT-0051558,2025-11-08 03:04:04,SOPORTE_TICKET,USR-60959,,,0.0,Valparaiso,Reclamo_Garantia,Sucursal Fisica
EVT-0051559,2025-12-26 02:43:58,SOPORTE_TICKET,USR-56518,,,0.0,Valparaiso,Facturacion,Portal Web B2C
EVT-0051560,2025-01-24 03:16:54,LOGISTICA_ENVIO,USR-30629,PRD-564,Deportes,0.0,Antofagasta,En_Bodega,Mobile App
EVT-0051561,2025-11-19 20:06:58,LOGISTICA_ENVIO,USR-27620,PRD-512,Moda,0.0,La Serena,Retrasado,Sucursal Fisica
EVT-0051562,2025-12-27 05:25:12,LOGISTICA_ENVIO,USR-89279,PRD-601,Moda,0.0,Santiago,En_Bodega,Mobile App
EVT-0051563,2025-03-29 05:17:45,LOGISTICA_ENVIO,USR-23916,PRD-359,Electronica,0.0,Concepcion,En_Bodega,Mobile App
EVT-0051564,2025-05-22 15:51:53,LOGISTICA_ENVIO,USR-25406,PRD-946,Hogar,0.0,Santiago,Retrasado,Portal Web B2C
EVT-0051565,2025-09-20 07:19:53,REGISTRO_CLIENTE,USR-59731,,,0.0,Santiago,N/A,Sucursal Fisica
EVT-0051566,2026-01-29 09:42:34,SOPORTE_TICKET,USR-63275,,,0.0,Valparaiso,Consulta,Portal Web B2C
EVT-0051567,2025-06-06 07:38:15,TRANSACCION_VENTA,USR-37464,PRD-609,Deportes,451.37,La Serena,N/A,Mobile App
EVT-0051568,2025-01-03 05:24:19,TRANSACCION_VENTA,USR-34250,PRD-230,Deportes,423.31,Antofagasta,N/A,Sucursal Fisica
EVT-0051569,2025-02-10 01:02:13,REGISTRO_CLIENTE,USR-87196,,,0.0,La Serena,N/A,Mobile App
EVT-0051570,2025-06-08 09:41:59,TRANSACCION_VENTA,USR-17904,PRD-762,Hogar,1081.97,La Serena,N/A,Mobile App
EVT-0051571,2025-04-01 01:01:56,TRANSACCION_VENTA,USR-20733,PRD-516,Deportes,1494.08,Antofagasta,N/A,Mobile App
EVT-0051572,2025-09-29 07:29:05,TRANSACCION_VENTA,USR-35473,PRD-419,Alimentacion,332.07,Santiago,N/A,Portal Web B2C
EVT-0051573,2025-12-12 04:25:08,LOGISTICA_ENVIO,USR-91398,PRD-103,Hogar,0.0,Valparaiso,En_Bodega,Portal Web B2C
EVT-0051574,2025-11-12 05:33:40,TRANSACCION_VENTA,USR-57744,PRD-908,Alimentacion,1480.75,Valparaiso,N/A,Mobile App
EVT-0051575,2026-02-01 02:12:17,TRANSACCION_VENTA,USR-73474,PRD-791,Deportes,114.51,Concepcion,N/A,Mobile App
EVT-0051576,2025-05-03 22:56:48,LOGISTICA_ENVIO,USR-51719,PRD-285,Hogar,0.0,Concepcion,En_Bodega,Sucursal Fisica
EVT-0051577,2025-05-28 11:38:59,TRANSACCION_VENTA,USR-25461,PRD-498,Electronica,1216.67,Concepcion,N/A,Portal Web B2C
EVT-0051578,2025-10-06 05:04:31,SOPORTE_TICKET,USR-86909,,,0.0,Santiago,Devolucion,Portal Web B2C
EVT-0051579,2025-03-21 16:18:18,TRANSACCION_VENTA,USR-51332,PRD-119,Electronica,679.99,Valparaiso,N/A,Mobile App
EVT-0051580,2025-01-07 06:48:07,TRANSACCION_VENTA,USR-42701,PRD-625,Electronica,834.87,Valparaiso,N/A,Portal Web B2C
EVT-0051581,2025-12-03 17:34:53,LOGISTICA_ENVIO,USR-82825,PRD-859,Hogar,0.0,La Serena,Retrasado,Sucursal Fisica
EVT-0051582,2025-06-29 13:12:18,SOPORTE_TICKET,USR-24641,,,0.0,Valparaiso,Consulta,Mobile App
EVT-0051583,2025-12-14 01:13:03,TRANSACCION_VENTA,USR-48403,PRD-807,Moda,981.58,La Serena,N/A,Portal Web B2C
EVT-0051584,2025-10-03 08:43:11,SOPORTE_TICKET,USR-92207,,,0.0,Concepcion,Facturacion,Portal Web B2C
EVT-0051585,2025-03-29 17:39:34,REGISTRO_CLIENTE,USR-46815,,,0.0,Santiago,N/A,Mobile App
EVT-0051586,2025-07-06 16:49:29,TRANSACCION_VENTA,USR-58115,PRD-277,Hogar,386.04,Antofagasta,N/A,Mobile App
EVT-0051587,2025-04-28 07:48:36,LOGISTICA_ENVIO,USR-73057,PRD-180,Electronica,0.0,Valparaiso,En_Bodega,Portal Web B2C
EVT-0051588,2025-09-22 06:24:51,SOPORTE_TICKET,USR-60439,,,0.0,Santiago,Facturacion,Sucursal Fisica
EVT-0051589,2025-03-24 23:08:07,TRANSACCION_VENTA,USR-70357,PRD-302,Alimentacion,978.68,Concepcion,N/A,Mobile App
EVT-0051590,2025-11-11 11:53:50,TRANSACCION_VENTA,USR-35804,PRD-268,Deportes,863.2,Antofagasta,N/A,Portal Web B2C
EVT-0051591,2025-03-22 07:01:53,TRANSACCION_VENTA,USR-37919,PRD-378,Electronica,526.47,Antofagasta,N/A,Sucursal Fisica
EVT-0051592,2025-02-17 19:55:20,TRANSACCION_VENTA,USR-67222,PRD-659,Moda,333.61,Santiago,N/A,Portal Web B2C
EVT-0051593,2025-03-14 18:31:37,LOGISTICA_ENVIO,USR-19664,PRD-287,Deportes,0.0,Valparaiso,En_Bodega,Mobile App
EVT-0051594,2025-11-09 11:45:05,SOPORTE_TICKET,USR-9310,,,0.0,Santiago,Consulta,Portal Web B2C
EVT-0051595,2025-12-22 12:52:15,SOPORTE_TICKET,USR-60345,,,0.0,Santiago,Devolucion,Portal Web B2C
EVT-0051596,2026-01-12 19:47:16,TRANSACCION_VENTA,USR-20943,PRD-501,Hogar,291.33,Valparaiso,N/A,Portal Web B2C
EVT-0051597,2025-06-03 02:36:08,LOGISTICA_ENVIO,USR-79543,PRD-201,Hogar,0.0,La Serena,En_Ruta,Portal Web B2C
EVT-0051598,2025-04-04 23:09:35,SOPORTE_TICKET,USR-16667,,,0.0,Antofagasta,Devolucion,Sucursal Fisica
EVT-0051599,2025-08-29 04:24:56,REGISTRO_CLIENTE,USR-63592,,,0.0,Antofagasta,N/A,Portal Web B2C
EVT-0051600,2025-12-06 03:38:24,TRANSACCION_VENTA,USR-82732,PRD-843,Alimentacion,215.75,La Serena,N/A,Portal Web B2C
EVT-0051601,2026-02-05 14:38:52,REGISTRO_CLIENTE,USR-55247,,,0.0,Valparaiso,N/A,Portal Web B2C
EVT-0051602,2025-06-12 13:50:42,TRANSACCION_VENTA,USR-31190,PRD-935,Hogar,909.09,Antofagasta,N/A,Sucursal Fisica
EVT-0051603,2025-01-01 18:58:01,LOGISTICA_ENVIO,USR-11437,PRD-301,Electronica,0.0,Santiago,En_Bodega,Mobile App
EVT-0051604,2025-12-14 00:25:52,LOGISTICA_ENVIO,USR-45710,PRD-583,Deportes,0.0,Valparaiso,Entregado,Sucursal Fisica
EVT-0051605,2025-05-11 14:18:57,TRANSACCION_VENTA,USR-86991,PRD-661,Moda,34.27,Santiago,N/A,Mobile App
EVT-0051606,2025-03-26 19:28:06,REGISTRO_CLIENTE,USR-43361,,,0.0,Santiago,N/A,Portal Web B2C
EVT-0051607,2025-12-18 06:02:58,TRANSACCION_VENTA,USR-55818,PRD-705,Alimentacion,1473.95,Concepcion,N/A,Sucursal Fisica
EVT-0051608,2025-11-22 20:07:19,REGISTRO_CLIENTE,USR-16934,,,0.0,La Serena,N/A,Portal Web B2C
EVT-0051609,2025-04-15 05:28:53,SOPORTE_TICKET,USR-11691,,,0.0,Concepcion,Consulta,Mobile App
EVT-0051610,2025-08-24 20:48:07,TRANSACCION_VENTA,USR-1432,PRD-114,Alimentacion,1276.19,Valparaiso,N/A,Mobile App
EVT-0051611,2025-08-31 03:35:32,LOGISTICA_ENVIO,USR-30270,PRD-515,Electronica,0.0,La Serena,Entregado,Mobile App
EVT-0051612,2025-04-11 19:35:42,LOGISTICA_ENVIO,USR-86317,PRD-993,Alimentacion,0.0,La Serena,En_Ruta,Sucursal Fisica
EVT-0051613,2025-04-22 06:27:29,LOGISTICA_ENVIO,USR-10347,PRD-506,Electronica,0.0,Santiago,Retrasado,Mobile App
EVT-0051614,2026-01-16 22:37:42,SOPORTE_TICKET,USR-29458,,,0.0,La Serena,Reclamo_Garantia,Mobile App
EVT-0051615,2025-07-26 09:18:58,SOPORTE_TICKET,USR-91607,,,0.0,La Serena,Reclamo_Garantia,Sucursal Fisica
EVT-0051616,2025-07-08 06:52:39,TRANSACCION_VENTA,USR-59834,PRD-894,Deportes,1357.79,Antofagasta,N/A,Mobile App
EVT-0051617,2025-07-02 08:24:03,TRANSACCION_VENTA,USR-50625,PRD-328,Hogar,1347.23,La Serena,N/A,Mobile App
EVT-0051618,2025-09-16 07:21:23,LOGISTICA_ENVIO,USR-72672,PRD-512,Hogar,0.0,Concepcion,Retrasado,Sucursal Fisica
EVT-0051619,2025-10-31 13:40:13,LOGISTICA_ENVIO,USR-73344,PRD-492,Hogar,0.0,Antofagasta,En_Bodega,Portal Web B2C
EVT-0051620,2025-02-22 05:09:24,LOGISTICA_ENVIO,USR-47284,PRD-286,Hogar,0.0,Antofagasta,Entregado,Portal Web B2C
EVT-0051621,2025-10-17 16:20:21,LOGISTICA_ENVIO,USR-27257,PRD-344,Alimentacion,0.0,Valparaiso,Retrasado,Sucursal Fisica
EVT-0051622,2025-01-27 15:25:27,LOGISTICA_ENVIO,USR-84171,PRD-480,Alimentacion,0.0,Antofagasta,En_Ruta,Portal Web B2C
EVT-0051623,2025-02-09 13:45:09,SOPORTE_TICKET,USR-72571,,,0.0,Valparaiso,Reclamo_Garantia,Mobile App
EVT-0051624,2025-01-02 05:43:07,TRANSACCION_VENTA,USR-65943,PRD-942,Moda,454.03,Valparaiso,N/A,Portal Web B2C
EVT-0051625,2026-02-05 19:59:27,SOPORTE_TICKET,USR-12556,,,0.0,Antofagasta,Consulta,Sucursal Fisica
EVT-0051626,2025-04-30 20:35:13,SOPORTE_TICKET,USR-26729,,,0.0,Concepcion,Reclamo_Garantia,Mobile App
EVT-0051627,2025-12-20 11:51:05,LOGISTICA_ENVIO,USR-52520,PRD-665,Hogar,0.0,Valparaiso,En_Ruta,Sucursal Fisica
EVT-0051628,2025-08-15 03:30:56,SOPORTE_TICKET,USR-8794,,,0.0,Valparaiso,Devolucion,Portal Web B2C
EVT-0051629,2025-02-22 17:24:42,TRANSACCION_VENTA,USR-86140,PRD-278,Alimentacion,946.59,La Serena,N/A,Mobile App
EVT-0051630,2025-09-04 20:18:58,LOGISTICA_ENVIO,USR-90503,PRD-356,Alimentacion,0.0,Santiago,Entregado,Sucursal Fisica
EVT-0051631,2025-12-06 22:57:17,TRANSACCION_VENTA,USR-67490,PRD-588,Alimentacion,606.3,La Serena,N/A,Sucursal Fisica
EVT-0051632,2025-12-04 07:54:55,SOPORTE_TICKET,USR-31589,,,0.0,Concepcion,Reclamo_Garantia,Mobile App
