id_evento,fecha_hora,tipo_evento,id_usuario,id_producto,categoria_producto,monto_transaccion,ubicacion,estado_operativo,canal_origen,dias_entrega,tramo_regional,costo_soporte
EVT-0059159,2025-08-24 23:31:25,LOGISTICA_ENVIO,USR-26570,PRD-942,Hogar,0.0,Valparaiso,En_Ruta,Mobile App,7,Centro,0.0
EVT-0059160,2025-10-31 23:37:45,LOGISTICA_ENVIO,USR-61050,PRD-622,Alimentacion,0.0,Concepcion,En_Ruta,Sucursal Fisica,7,Sur,0.0
EVT-0059161,2025-06-01 09:02:24,LOGISTICA_ENVIO,USR-77039,PRD-137,Moda,0.0,Antofagasta,Entregado,Sucursal Fisica,10,Norte,0.0
EVT-0059162,2025-11-29 04:20:02,LOGISTICA_ENVIO,USR-96343,PRD-964,Moda,0.0,La Serena,Retrasado,Mobile App,19,Norte,0.0
EVT-0059163,2025-05-02 12:55:41,LOGISTICA_ENVIO,USR-7768,PRD-982,Moda,0.0,Valparaiso,Entregado,Mobile App,11,Centro,0.0
EVT-0059164,2025-07-02 10:02:28,LOGISTICA_ENVIO,USR-50934,PRD-471,Alimentacion,0.0,Valparaiso,Retrasado,Mobile App,20,Centro,0.0
EVT-0059165,2025-02-26 03:23:41,LOGISTICA_ENVIO,USR-6005,PRD-681,Alimentacion,0.0,La Serena,Entregado,Mobile App,10,Norte,0.0
EVT-0059166,2025-04-06 20:04:38,LOGISTICA_ENVIO,USR-37736,PRD-569,Alimentacion,0.0,Antofagasta,En_Bodega,Sucursal Fisica,3,Norte,0.0
EVT-0059167,2025-01-09 03:58:22,LOGISTICA_ENVIO,USR-24684,PRD-610,Alimentacion,0.0,Concepcion,Entregado,Portal Web B2C,14,Sur,0.0
EVT-0059168,2025-12-02 14:43:47,LOGISTICA_ENVIO,USR-23120,PRD-878,Moda,0.0,La Serena,Entregado,Mobile App,6,Norte,0.0
EVT-0059169,2025-02-19 08:11:27,LOGISTICA_ENVIO,USR-10419,PRD-473,Hogar,0.0,La Serena,Entregado,Mobile App,4,Norte,0.0
EVT-0059170,2025-12-20 10:28:13,LOGISTICA_ENVIO,USR-6517,PRD-817,Electronica,0.0,Concepcion,En_Bodega,Portal Web B2C,0,Sur,0.0
EVT-0059171,2025-06-25 16:11:10,LOGISTICA_ENVIO,USR-98131,PRD-905,Moda,0.0,Valparaiso,Entregado,Sucursal Fisica,6,Centro,0.0
EVT-0059172,2025-05-15 22:09:43,LOGISTICA_ENVIO,USR-98563,PRD-293,Deportes,0.0,Valparaiso,Entregado,Sucursal Fisica,4,Centro,0.0
EVT-0059173,2025-09-13 04:32:04,LOGISTICA_ENVIO,USR-60094,PRD-722,Moda,0.0,La Serena,Entregado,Mobile App,7,Norte,0.0
EVT-0059174,2025-07-19 19:30:14,LOGISTICA_ENVIO,USR-74022,PRD-604,Electronica,0.0,Concepcion,Retrasado,Portal Web B2C,26,Sur,0.0
EVT-0059175,2025-07-15 19:58:42,LOGISTICA_ENVIO,USR-57904,PRD-300,Deportes,0.0,La Serena,En_Ruta,Sucursal Fisica,2,Norte,0.0
EVT-0059176,2025-01-25 05:26:53,LOGISTICA_ENVIO,USR-68155,PRD-495,Deportes,0.0,Santiago,Entregado,Portal Web B2C,13,Centro,0.0
EVT-0059177,2026-01-28 06:08:44,LOGISTICA_ENVIO,USR-14686,PRD-308,Deportes,0.0,La Serena,Entregado,Mobile App,6,Norte,0.0
EVT-0059178,2025-07-06 10:12:12,LOGISTICA_ENVIO,USR-82383,PRD-294,Moda,0.0,Antofagasta,Retrasado,Sucursal Fisica,29,Norte,0.0
EVT-0059179,2025-08-28 12:39:26,LOGISTICA_ENVIO,USR-48762,PRD-789,Hogar,0.0,La Serena,Retrasado,Mobile App,25,Norte,0.0
EVT-0059180,2025-11-05 02:06:15,LOGISTICA_ENVIO,USR-82510,PRD-771,Hogar,0.0,Concepcion,Retrasado,Sucursal Fisica,17,Sur,0.0
EVT-0059181,2025-08-01 19:18:42,LOGISTICA_ENVIO,USR-31548,PRD-452,Deportes,0.0,Antofagasta,Entregado,Portal Web B2C,11,Norte,0.0
EVT-0059182,2025-08-04 06:02:16,LOGISTICA_ENVIO,USR-11195,PRD-685,Alimentacion,0.0,Antofagasta,Entregado,Sucursal Fisica,10,Norte,0.0
EVT-0059183,2025-05-02 17:54:55,LOGISTICA_ENVIO,USR-50483,PRD-810,Moda,0.0,La Serena,Entregado,Portal Web B2C,5,Norte,0.0
EVT-0059184,2025-09-20 00:54:02,LOGISTICA_ENVIO,USR-86376,PRD-109,Moda,0.0,Antofagasta,Entregado,Mobile App,10,Norte,0.0
EVT-0059185,2025-07-25 19:39:28,LOGISTICA_ENVIO,USR-67470,PRD-867,Hogar,0.0,La Serena,En_Ruta,Mobile App,4,Norte,0.0
EVT-0059186,2025-04-05 20:57:00,LOGISTICA_ENVIO,USR-6706,PRD-740,Electronica,0.0,La Serena,Retrasado,Sucursal Fisica,27,Norte,0.0
EVT-0059187,2026-01-19 16:28:10,LOGISTICA_ENVIO,USR-52355,PRD-722,Moda,0.0,Antofagasta,Retrasado,Portal Web B2C,27,Norte,0.0
EVT-0059188,2025-04-27 05:24:03,LOGISTICA_ENVIO,USR-13389,PRD-180,Hogar,0.0,Antofagasta,En_Bodega,Sucursal Fisica,3,Norte,0.0
EVT-0059189,2025-09-09 11:14:35,LOGISTICA_ENVIO,USR-43468,PRD-607,Alimentacion,0.0,Antofagasta,Entregado,Portal Web B2C,8,Norte,0.0
EVT-0059190,2025-07-26 07:24:25,LOGISTICA_ENVIO,USR-6510,PRD-929,Alimentacion,0.0,La Serena,En_Ruta,Sucursal Fisica,5,Norte,0.0
EVT-0059191,2025-12-27 18:25:33,LOGISTICA_ENVIO,USR-28620,PRD-248,Alimentacion,0.0,Santiago,Retrasado,Mobile App,20,Centro,0.0
EVT-0059192,2025-05-10 23:17:34,LOGISTICA_ENVIO,USR-83851,PRD-823,Alimentacion,0.0,Valparaiso,Retrasado,Sucursal Fisica,19,Centro,0.0
EVT-0059193,2025-11-15 06:16:33,LOGISTICA_ENVIO,USR-49893,PRD-718,Deportes,0.0,Valparaiso,Entregado,Sucursal Fisica,3,Centro,0.0
EVT-0059194,2025-03-18 21:26:30,LOGISTICA_ENVIO,USR-52642,PRD-734,Moda,0.0,Valparaiso,Entregado,Portal Web B2C,13,Centro,0.0
EVT-0059195,2025-04-02 12:37:19,LOGISTICA_ENVIO,USR-44108,PRD-712,Moda,0.0,La Serena,Entregado,Mobile App,15,Norte,0.0
EVT-0059196,2025-03-10 23:19:36,LOGISTICA_ENVIO,USR-8447,PRD-962,Deportes,0.0,Valparaiso,Entregado,Mobile App,15,Centro,0.0
EVT-0059197,2025-09-12 10:11:47,LOGISTICA_ENVIO,USR-78875,PRD-834,Hogar,0.0,Santiago,En_Bodega,Mobile App,3,Centro,0.0
EVT-0059198,2025-08-05 14:56:00,LOGISTICA_ENVIO,USR-32853,PRD-208,Alimentacion,0.0,La Serena,Entregado,Sucursal Fisica,8,Norte,0.0
EVT-0059199,2025-11-17 16:37:23,LOGISTICA_ENVIO,USR-54154,PRD-827,Electronica,0.0,La Serena,Retrasado,Portal Web B2C,16,Norte,0.0
EVT-0059200,2025-06-03 20:19:42,LOGISTICA_ENVIO,USR-98865,PRD-378,Moda,0.0,Antofagasta,Retrasado,Sucursal Fisica,19,Norte,0.0
EVT-0059201,2025-05-17 07:37:57,LOGISTICA_ENVIO,USR-95295,PRD-749,Deportes,0.0,Concepcion,Entregado,Portal Web B2C,11,Sur,0.0
EVT-0059202,2025-08-07 15:40:57,LOGISTICA_ENVIO,USR-11967,PRD-818,Hogar,0.0,Antofagasta,Retrasado,Sucursal Fisica,17,Norte,0.0
EVT-0059203,2025-03-25 20:29:23,LOGISTICA_ENVIO,USR-18711,PRD-419,Electronica,0.0,Concepcion,En_Ruta,Portal Web B2C,3,Sur,0.0
EVT-0059204,2025-09-02 14:42:47,LOGISTICA_ENVIO,USR-79632,PRD-513,Hogar,0.0,Antofagasta,Retrasado,Portal Web B2C,25,Norte,0.0
EVT-0059205,2025-10-20 22:20:06,LOGISTICA_ENVIO,USR-89246,PRD-878,Deportes,0.0,La Serena,En_Ruta,Mobile App,7,Norte,0.0
EVT-0059206,2025-10-23 06:01:32,LOGISTICA_ENVIO,USR-11093,PRD-950,Hogar,0.0,Santiago,Entregado,Sucursal Fisica,5,Centro,0.0
EVT-0059207,2025-04-09 03:58:42,LOGISTICA_ENVIO,USR-88753,PRD-117,Deportes,0.0,La Serena,Entregado,Sucursal Fisica,14,Norte,0.0
EVT-0059208,2025-02-04 16:22:02,LOGISTICA_ENVIO,USR-89799,PRD-700,Alimentacion,0.0,Concepcion,En_Ruta,Mobile App,3,Sur,0.0
EVT-0059209,2025-04-01 21:45:52,LOGISTICA_ENVIO,USR-21595,PRD-782,Moda,0.0,Valparaiso,Entregado,Portal Web B2C,8,Centro,0.0
EVT-0059210,2025-12-31 00:22:28,LOGISTICA_ENVIO,USR-74436,PRD-911,Alimentacion,0.0,La Serena,Entregado,Mobile App,6,Norte,0.0
EVT-0059211,2025-03-20 16:58:01,LOGISTICA_ENVIO,USR-92487,PRD-205,Hogar,0.0,Concepcion,En_Ruta,Portal Web B2C,6,Sur,0.0
EVT-0059212,2025-09-26 01:05:23,LOGISTICA_ENVIO,USR-82387,PRD-619,Electronica,0.0,La Serena,Entregado,Mobile App,9,Norte,0.0
EVT-0059213,2025-11-27 12:56:40,LOGISTICA_ENVIO,USR-50901,PRD-802,Hogar,0.0,Antofagasta,Entregado,Portal Web B2C,15,Norte,0.0
EVT-0059214,2025-05-29 12:03:12,LOGISTICA_ENVIO,USR-25435,PRD-867,Electronica,0.0,Antofagasta,Entregado,Mobile App,14,Norte,0.0
EVT-0059215,2025-08-01 08:16:17,LOGISTICA_ENVIO,USR-35854,PRD-472,Deportes,0.0,Concepcion,Entregado,Portal Web B2C,9,Sur,0.0
EVT-0059216,2025-11-17 01:57:44,LOGISTICA_ENVIO,USR-13977,PRD-949,Moda,0.0,La Serena,En_Bodega,Portal Web B2C,3,Norte,0.0
EVT-0059217,2025-02-07 16:07:30,LOGISTICA_ENVIO,USR-87472,PRD-240,Moda,0.0,Valparaiso,En_Ruta,Portal Web B2C,2,Centro,0.0
EVT-0059218,2025-05-27 09:12:28,LOGISTICA_ENVIO,USR-39554,PRD-223,Hogar,0.0,Valparaiso,Entregado,Sucursal Fisica,6,Centro,0.0
EVT-0059219,2025-04-30 14:57:43,LOGISTICA_ENVIO,USR-57228,PRD-494,Hogar,0.0,La Serena,Entregado,Portal Web B2C,11,Norte,0.0
EVT-0059220,2025-07-22 07:59:34,LOGISTICA_ENVIO,USR-61343,PRD-988,Alimentacion,0.0,La Serena,En_Ruta,Mobile App,3,Norte,0.0
EVT-0059221,2025-12-22 13:13:34,LOGISTICA_ENVIO,USR-49324,PRD-755,Alimentacion,0.0,Santiago,Entregado,Portal Web B2C,3,Centro,0.0
EVT-0059222,2025-09-22 01:06:14,LOGISTICA_ENVIO,USR-15197,PRD-950,Hogar,0.0,Valparaiso,En_Bodega,Portal Web B2C,2,Centro,0.0
EVT-0059223,2025-12-27 01:43:47,LOGISTICA_ENVIO,USR-52491,PRD-610,Alimentacion,0.0,Valparaiso,Retrasado,Portal Web B2C,18,Centro,0.0
EVT-0059224,2025-11-05 09:42:33,LOGISTICA_ENVIO,USR-4352,PRD-113,Alimentacion,0.0,Valparaiso,En_Ruta,Mobile App,5,Centro,0.0
EVT-0059225,2025-11-17 11:01:18,LOGISTICA_ENVIO,USR-53865,PRD-208,Electronica,0.0,Santiago,Retrasado,Mobile App,20,Centro,0.0
EVT-0059226,2025-06-25 17:36:18,LOGISTICA_ENVIO,USR-99621,PRD-486,Hogar,0.0,Santiago,Entregado,Mobile App,11,Centro,0.0
EVT-0059227,2025-08-18 17:47:01,LOGISTICA_ENVIO,USR-66266,PRD-713,Deportes,0.0,Santiago,Entregado,Sucursal Fisica,7,Centro,0.0
EVT-0059228,2025-04-22 13:05:12,LOGISTICA_ENVIO,USR-36889,PRD-428,Alimentacion,0.0,Valparaiso,Entregado,Sucursal Fisica,12,Centro,0.0
EVT-0059229,2025-01-24 22:06:55,LOGISTICA_ENVIO,USR-74415,PRD-549,Deportes,0.0,Antofagasta,Retrasado,Sucursal Fisica,23,Norte,0.0
EVT-0059230,2025-04-27 05:30:47,LOGISTICA_ENVIO,USR-15375,PRD-318,Electronica,0.0,La Serena,Entregado,Sucursal Fisica,9,Norte,0.0
EVT-0059231,2025-09-14 22:11:55,LOGISTICA_ENVIO,USR-4102,PRD-489,Deportes,0.0,Antofagasta,Entregado,Sucursal Fisica,14,Norte,0.0
EVT-0059232,2025-03-09 07:31:45,LOGISTICA_ENVIO,USR-15120,PRD-101,Hogar,0.0,Santiago,Retrasado,Mobile App,20,Centro,0.0
EVT-0059233,2025-07-25 12:54:40,LOGISTICA_ENVIO,USR-4976,PRD-932,Electronica,0.0,Antofagasta,Retrasado,Mobile App,16,Norte,0.0
EVT-0059234,2025-01-18 07:32:34,LOGISTICA_ENVIO,USR-42471,PRD-754,Moda,0.0,Santiago,Entregado,Portal Web B2C,14,Centro,0.0
EVT-0059235,2025-02-06 22:56:51,LOGISTICA_ENVIO,USR-59340,PRD-950,Hogar,0.0,Antofagasta,Entregado,Mobile App,13,Norte,0.0
EVT-0059236,2025-11-29 10:59:20,LOGISTICA_ENVIO,USR-41818,PRD-755,Moda,0.0,Antofagasta,Entregado,Portal Web B2C,5,Norte,0.0
EVT-0059237,2025-02-07 21:01:12,LOGISTICA_ENVIO,USR-60110,PRD-911,Hogar,0.0,Santiago,Entregado,Mobile App,13,Centro,0.0
EVT-0059238,2025-11-05 16:36:31,LOGISTICA_ENVIO,USR-53927,PRD-866,Moda,0.0,Santiago,Entregado,Sucursal Fisica,3,Centro,0.0
EVT-0059239,2025-01-07 17:27:13,LOGISTICA_ENVIO,USR-20563,PRD-449,Electronica,0.0,La Serena,Entregado,Sucursal Fisica,15,Norte,0.0
EVT-0059240,2025-06-09 03:50:58,LOGISTICA_ENVIO,USR-74635,PRD-702,Moda,0.0,Antofagasta,Entregado,Sucursal Fisica,6,Norte,0.0
EVT-0059241,2025-01-27 17:17:30,LOGISTICA_ENVIO,USR-37458,PRD-800,Electronica,0.0,Antofagasta,En_Ruta,Mobile App,2,Norte,0.0
EVT-0059242,2026-01-14 06:51:25,LOGISTICA_ENVIO,USR-33866,PRD-378,Alimentacion,0.0,Antofagasta,Entregado,Mobile App,5,Norte,0.0
EVT-0059243,2025-04-06 10:36:38,LOGISTICA_ENVIO,USR-26978,PRD-461,Moda,0.0,Antofagasta,En_Ruta,Mobile App,4,Norte,0.0
EVT-0059244,2026-01-03 10:57:00,LOGISTICA_ENVIO,USR-58205,PRD-529,Electronica,0.0,Concepcion,Entregado,Mobile App,6,Sur,0.0
EVT-0059245,2025-09-06 14:31:59,LOGISTICA_ENVIO,USR-39340,PRD-771,Deportes,0.0,La Serena,En_Bodega,Sucursal Fisica,2,Norte,0.0
EVT-0059246,2025-02-08 23:15:45,LOGISTICA_ENVIO,USR-12099,PRD-773,Alimentacion,0.0,Santiago,Entregado,Portal Web B2C,10,Centro,0.0
EVT-0059247,2025-02-09 16:57:52,LOGISTICA_ENVIO,USR-58525,PRD-668,Moda,0.0,La Serena,Entregado,Portal Web B2C,8,Norte,0.0
EVT-0059248,2025-09-08 23:58:17,LOGISTICA_ENVIO,USR-84707,PRD-600,Electronica,0.0,La Serena,Retrasado,Sucursal Fisica,16,Norte,0.0
EVT-0059249,2025-08-28 05:46:02,LOGISTICA_ENVIO,USR-64744,PRD-755,Hogar,0.0,Valparaiso,En_Bodega,Mobile App,3,Centro,0.0
EVT-0059250,2025-02-27 08:01:13,LOGISTICA_ENVIO,USR-42664,PRD-834,Moda,0.0,Concepcion,Entregado,Mobile App,15,Sur,0.0
EVT-0059251,2025-06-12 11:24:04,LOGISTICA_ENVIO,USR-83664,PRD-264,Moda,0.0,Antofagasta,Entregado,Sucursal Fisica,11,Norte,0.0
EVT-0059252,2026-01-22 16:03:25,LOGISTICA_ENVIO,USR-49233,PRD-720,Hogar,0.0,Santiago,En_Bodega,Sucursal Fisica,0,Centro,0.0
EVT-0059253,2025-05-27 15:01:57,LOGISTICA_ENVIO,USR-56944,PRD-172,Alimentacion,0.0,Antofagasta,En_Ruta,Sucursal Fisica,6,Norte,0.0
EVT-0059254,2026-01-14 15:54:27,LOGISTICA_ENVIO,USR-22508,PRD-836,Electronica,0.0,La Serena,Entregado,Mobile App,6,Norte,0.0
EVT-0059255,2025-07-12 13:32:55,LOGISTICA_ENVIO,USR-77175,PRD-950,Deportes,0.0,Concepcion,Retrasado,Sucursal Fisica,24,Sur,0.0
EVT-0059256,2025-02-11 00:25:14,LOGISTICA_ENVIO,USR-29080,PRD-872,Hogar,0.0,Santiago,Entregado,Portal Web B2C,12,Centro,0.0
EVT-0059257,2025-03-24 13:49:12,LOGISTICA_ENVIO,USR-64334,PRD-378,Hogar,0.0,Santiago,Entregado,Portal Web B2C,15,Centro,0.0
EVT-0059258,2025-12-11 06:53:09,LOGISTICA_ENVIO,USR-29131,PRD-642,Deportes,0.0,Santiago,Retrasado,Portal Web B2C,15,Centro,0.0
EVT-0059259,2026-01-26 11:21:16,LOGISTICA_ENVIO,USR-62366,PRD-296,Alimentacion,0.0,Concepcion,Entregado,Mobile App,8,Sur,0.0
EVT-0059260,2025-09-11 02:54:32,LOGISTICA_ENVIO,USR-22401,PRD-693,Alimentacion,0.0,Antofagasta,Entregado,Portal Web B2C,15,Norte,0.0
EVT-0059261,2025-01-31 07:08:27,LOGISTICA_ENVIO,USR-84038,PRD-868,Hogar,0.0,La Serena,Entregado,Sucursal Fisica,9,Norte,0.0
EVT-0059262,2025-12-31 15:29:58,LOGISTICA_ENVIO,USR-59873,PRD-188,Hogar,0.0,La Serena,En_Bodega,Portal Web B2C,2,Norte,0.0
EVT-0059263,2025-08-30 10:11:14,LOGISTICA_ENVIO,USR-29674,PRD-270,Electronica,0.0,Concepcion,Entregado,Mobile App,14,Sur,0.0
EVT-0059264,2025-01-20 20:22:47,LOGISTICA_ENVIO,USR-46386,PRD-682,Hogar,0.0,Antofagasta,Retrasado,Sucursal Fisica,19,Norte,0.0
EVT-0059265,2025-09-25 19:17:08,LOGISTICA_ENVIO,USR-68928,PRD-450,Electronica,0.0,La Serena,En_Ruta,Portal Web B2C,6,Norte,0.0
EVT-0059266,2025-03-31 12:32:14,LOGISTICA_ENVIO,USR-19154,PRD-583,Electronica,0.0,Concepcion,Entregado,Sucursal Fisica,10,Sur,0.0
EVT-0059267,2025-12-24 08:01:16,LOGISTICA_ENVIO,USR-54812,PRD-732,Alimentacion,0.0,Concepcion,Entregado,Sucursal Fisica,13,Sur,0.0
EVT-0059268,2025-11-17 00:45:33,LOGISTICA_ENVIO,USR-39744,PRD-644,Electronica,0.0,Santiago,Entregado,Portal Web B2C,5,Centro,0.0
EVT-0059269,2025-09-11 13:38:13,LOGISTICA_ENVIO,USR-92420,PRD-959,Hogar,0.0,Concepcion,Entregado,Mobile App,15,Sur,0.0
EVT-0059270,2025-02-06 12:03:15,LOGISTICA_ENVIO,USR-54103,PRD-172,Deportes,0.0,La Serena,Entregado,Portal Web B2C,14,Norte,0.0
EVT-0059271,2025-06-10 15:04:02,LOGISTICA_ENVIO,USR-68399,PRD-473,Alimentacion,0.0,Concepcion,Retrasado,Mobile App,21,Sur,0.0
EVT-0059272,2025-09-11 12:31:27,LOGISTICA_ENVIO,USR-15815,PRD-236,Alimentacion,0.0,Valparaiso,Entregado,Portal Web B2C,14,Centro,0.0
EVT-0059273,2026-01-08 13:21:03,LOGISTICA_ENVIO,USR-11340,PRD-620,Moda,0.0,Concepcion,Retrasado,Mobile App,28,Sur,0.0
EVT-0059274,2025-01-31 21:28:01,LOGISTICA_ENVIO,USR-83732,PRD-290,Electronica,0.0,Antofagasta,Entregado,Portal Web B2C,14,Norte,0.0
EVT-0059275,2025-11-20 04:37:44,LOGISTICA_ENVIO,USR-39242,PRD-947,Electronica,0.0,Valparaiso,Entregado,Portal Web B2C,15,Centro,0.0
EVT-0059276,2025-06-26 02:36:22,LOGISTICA_ENVIO,USR-52099,PRD-408,Electronica,0.0,La Serena,En_Bodega,Portal Web B2C,2,Norte,0.0
EVT-0059277,2025-10-17 11:40:13,LOGISTICA_ENVIO,USR-23803,PRD-827,Moda,0.0,Valparaiso,En_Ruta,Portal Web B2C,6,Centro,0.0
EVT-0059278,2025-08-24 05:10:05,LOGISTICA_ENVIO,USR-43650,PRD-877,Deportes,0.0,La Serena,Entregado,Portal Web B2C,9,Norte,0.0
EVT-0059279,2025-12-17 19:26:20,LOGISTICA_ENVIO,USR-54767,PRD-938,Alimentacion,0.0,Antofagasta,Entregado,Mobile App,13,Norte,0.0
EVT-0059280,2025-07-19 21:09:49,LOGISTICA_ENVIO,USR-91526,PRD-341,Deportes,0.0,Concepcion,Retrasado,Sucursal Fisica,23,Sur,0.0
EVT-0059281,2025-04-15 16:35:13,LOGISTICA_ENVIO,USR-99356,PRD-313,Hogar,0.0,La Serena,Entregado,Sucursal Fisica,14,Norte,0.0
EVT-0059282,2025-11-09 14:18:52,LOGISTICA_ENVIO,USR-59417,PRD-504,Alimentacion,0.0,Santiago,En_Bodega,Sucursal Fisica,3,Centro,0.0
EVT-0059283,2025-02-21 11:37:53,LOGISTICA_ENVIO,USR-7248,PRD-879,Deportes,0.0,Santiago,En_Bodega,Sucursal Fisica,3,Centro,0.0
EVT-0059284,2025-07-11 01:19:43,LOGISTICA_ENVIO,USR-12743,PRD-748,Electronica,0.0,Antofagasta,En_Ruta,Mobile App,6,Norte,0.0
EVT-0059285,2025-04-14 01:26:05,LOGISTICA_ENVIO,USR-38980,PRD-260,Moda,0.0,Concepcion,En_Bodega,Mobile App,2,Sur,0.0
EVT-0059286,2025-12-24 13:40:46,LOGISTICA_ENVIO,USR-38270,PRD-352,Hogar,0.0,Santiago,Retrasado,Mobile App,25,Centro,0.0
EVT-0059287,2025-10-28 10:29:39,LOGISTICA_ENVIO,USR-24216,PRD-512,Moda,0.0,Valparaiso,Retrasado,Mobile App,18,Centro,0.0
EVT-0059288,2025-06-11 00:55:02,LOGISTICA_ENVIO,USR-89829,PRD-456,Electronica,0.0,Concepcion,Entregado,Sucursal Fisica,11,Sur,0.0
EVT-0059289,2025-02-23 03:46:10,LOGISTICA_ENVIO,USR-37807,PRD-562,Moda,0.0,Santiago,Retrasado,Sucursal Fisica,28,Centro,0.0
EVT-0059290,2025-04-02 10:10:34,LOGISTICA_ENVIO,USR-76046,PRD-688,Electronica,0.0,Concepcion,Entregado,Mobile App,6,Sur,0.0
EVT-0059291,2025-03-09 11:07:36,LOGISTICA_ENVIO,USR-7337,PRD-504,Deportes,0.0,Antofagasta,Entregado,Sucursal Fisica,10,Norte,0.0
EVT-0059292,2025-08-27 15:33:17,LOGISTICA_ENVIO,USR-28875,PRD-526,Moda,0.0,Santiago,Entregado,Mobile App,5,Centro,0.0
EVT-0059293,2025-01-12 01:10:48,LOGISTICA_ENVIO,USR-13179,PRD-667,Hogar,0.0,Antofagasta,Retrasado,Sucursal Fisica,15,Norte,0.0
EVT-0059294,2025-01-24 10:59:57,LOGISTICA_ENVIO,USR-45506,PRD-217,Deportes,0.0,Valparaiso,En_Ruta,Mobile App,6,Centro,0.0
EVT-0059295,2026-02-04 02:33:29,LOGISTICA_ENVIO,USR-16615,PRD-274,Electronica,0.0,Concepcion,Entregado,Portal Web B2C,13,Sur,0.0
EVT-0059296,2025-11-09 08:35:11,LOGISTICA_ENVIO,USR-62993,PRD-896,Alimentacion,0.0,Antofagasta,Entregado,Sucursal Fisica,6,Norte,0.0
EVT-0059297,2025-11-11 09:31:42,LOGISTICA_ENVIO,USR-53566,PRD-751,Electronica,0.0,Concepcion,Retrasado,Portal Web B2C,26,Sur,0.0
EVT-0059298,2025-08-16 00:56:42,LOGISTICA_ENVIO,USR-40613,PRD-661,Moda,0.0,Santiago,Entregado,Mobile App,4,Centro,0.0
EVT-0059299,2025-09-13 22:25:33,LOGISTICA_ENVIO,USR-27770,PRD-289,Deportes,0.0,Antofagasta,Retrasado,Mobile App,16,Norte,0.0
EVT-0059300,2025-09-20 21:07:31,LOGISTICA_ENVIO,USR-13673,PRD-281,Hogar,0.0,Concepcion,Entregado,Mobile App,11,Sur,0.0
EVT-0059301,2025-07-06 19:05:10,LOGISTICA_ENVIO,USR-88004,PRD-617,Alimentacion,0.0,Concepcion,Retrasado,Sucursal Fisica,18,Sur,0.0
EVT-0059302,2025-07-28 16:51:23,LOGISTICA_ENVIO,USR-78074,PRD-687,Hogar,0.0,Antofagasta,Entregado,Sucursal Fisica,14,Norte,0.0
EVT-0059303,2025-04-03 17:10:05,LOGISTICA_ENVIO,USR-53439,PRD-641,Electronica,0.0,Concepcion,Entregado,Mobile App,13,Sur,0.0
EVT-0059304,2025-03-09 23:24:35,LOGISTICA_ENVIO,USR-22517,PRD-811,Deportes,0.0,Santiago,Entregado,Sucursal Fisica,6,Centro,0.0
EVT-0059305,2025-07-04 06:45:12,LOGISTICA_ENVIO,USR-62068,PRD-398,Moda,0.0,La Serena,Entregado,Portal Web B2C,4,Norte,0.0
EVT-0059306,2025-10-26 20:41:30,LOGISTICA_ENVIO,USR-75055,PRD-995,Hogar,0.0,Valparaiso,Entregado,Portal Web B2C,5,Centro,0.0
EVT-0059307,2025-04-16 02:12:13,LOGISTICA_ENVIO,USR-35010,PRD-947,Electronica,0.0,Santiago,Retrasado,Mobile App,25,Centro,0.0
EVT-0059308,2025-10-09 13:59:16,LOGISTICA_ENVIO,USR-62481,PRD-755,Moda,0.0,Concepcion,Retrasado,Portal Web B2C,27,Sur,0.0
EVT-0059309,2026-01-25 22:01:21,LOGISTICA_ENVIO,USR-36210,PRD-886,Deportes,0.0,Santiago,Entregado,Mobile App,3,Centro,0.0
EVT-0059310,2025-02-26 03:08:55,LOGISTICA_ENVIO,USR-16447,PRD-817,Moda,0.0,La Serena,En_Bodega,Mobile App,3,Norte,0.0
EVT-0059311,2025-09-24 03:29:54,LOGISTICA_ENVIO,USR-87869,PRD-735,Electronica,0.0,La Serena,Entregado,Mobile App,15,Norte,0.0
EVT-0059312,2025-09-11 20:55:18,LOGISTICA_ENVIO,USR-6445,PRD-674,Alimentacion,0.0,Santiago,Entregado,Sucursal Fisica,7,Centro,0.0
EVT-0059313,2025-02-16 23:56:42,LOGISTICA_ENVIO,USR-39656,PRD-382,Electronica,0.0,Antofagasta,Retrasado,Mobile App,16,Norte,0.0
EVT-0059314,2025-01-17 18:53:37,LOGISTICA_ENVIO,USR-75687,PRD-913,Deportes,0.0,Santiago,Entregado,Mobile App,13,Centro,0.0
EVT-0059315,2025-11-20 04:31:46,LOGISTICA_ENVIO,USR-43262,PRD-502,Deportes,0.0,Valparaiso,Entregado,Mobile App,15,Centro,0.0
EVT-0059316,2026-01-21 18:26:51,LOGISTICA_ENVIO,USR-74725,PRD-107,Deportes,0.0,Antofagasta,Entregado,Mobile App,5,Norte,0.0
EVT-0059317,2025-04-05 02:37:12,LOGISTICA_ENVIO,USR-77397,PRD-696,Electronica,0.0,Santiago,En_Bodega,Mobile App,3,Centro,0.0
EVT-0059318,2025-09-14 00:05:43,LOGISTICA_ENVIO,USR-34798,PRD-324,Deportes,0.0,La Serena,Entregado,Portal Web B2C,8,Norte,0.0
EVT-0059319,2025-05-08 01:01:06,LOGISTICA_ENVIO,USR-53273,PRD-219,Alimentacion,0.0,La Serena,En_Bodega,Sucursal Fisica,1,Norte,0.0
